Time_s,V_source,V_node,V_out,I_ser,P_ser_W,P_ref_W,I_res1,I_res2,I_res3
3.856312144886364e-08,0.9972912238570764,0.09167359725405773,0.09086923537585558,8.043618782021406e-06,6.469980311048754e-09,4.78772556586676e-06,-0.00039159241802267107,0.0002999706950156212,0.0002516763243956981
3.857236919981061e-08,0.997258753599128,0.09166886127150156,0.09084313514849447,8.257261230071068e-06,6.818236302163477e-09,4.77071829745189e-06,-0.0003911055487979704,0.00030126488659079246,0.0002503813885389516
3.8581616950757575e-08,0.9972223856377076,0.09166379214340718,0.09081701200999119,8.46780133416141e-06,7.170365943482574e-09,4.753615553239147e-06,-0.0003906182435442805,0.00030255551017669243,0.0002490793241699876
3.859086470170455e-08,0.9971822740603548,0.09165840349959378,0.09079087293958595,8.675305600078859e-06,7.52609272547596e-09,4.736422130368365e-06,-0.00039013051132158304,0.0003038425416173183,0.0002477701617468582
3.860011245265152e-08,0.9971385873264081,0.09165271018188188,0.09076472478443053,8.879853974514151e-06,7.885180660869475e-09,4.719143376250149e-06,-0.0003896423623532931,0.00030512595535658307,0.0002464539307778691
3.8609360203598485e-08,0.9970915075651253,0.09164672818300461,0.09073857424095348,9.081539420511842e-06,8.247435824631056e-09,4.701785162588335e-06,-0.00038915380799037225,0.00030640572447981093,0.0002451306598562746
3.8618607954545457e-08,0.997041229821977,0.09164047458115812,0.09071242783684219,9.280467443159678e-06,8.612707596354673e-09,4.684353857427589e-06,-0.0003886648606709977,0.0003076818207607211,0.00024380037669939815
3.862785570549243e-08,0.9969879612562345,0.09163396747046293,0.09068629191370937,9.476755567535447e-06,8.980889608681408e-09,4.666856295363636e-06,-0.00038817553387596334,0.0003089542147137005,0.00024246310819201527
3.8637103456439394e-08,0.9969319202931085,0.09162722588761753,0.09066017261050972,9.670532771078442e-06,9.351920407650207e-09,4.649299746058511e-06,-0.0003876858420799968,0.0003102228756511625,0.00024111888043379671
3.8646351207386366e-08,0.996873335733909,0.09162026973504397,0.09063407584776824,9.861938872757584e-06,9.725783833000712e-09,4.631691881211869e-06,-0.00038719580069919077,0.0003114877717457398,0.00023976771879062242
3.865559895833334e-08,0.9968124458278155,0.09161311970083574,0.09060800731268184,1.0051123881539568e-05,1.0102509128205503e-08,4.6140407401431e-06,-0.0003867054260347716,0.00031274887009705935,0.00023840964794954997
3.86648467092803e-08,0.9967494973090189,0.09160579717583045,0.09058197244514664,1.023824730683877e-05,1.0482170791599131e-08,4.596354694144763e-06,-0.0003862147352134301,0.0003140061368028301,0.00023704469197720124
3.8674094460227275e-08,0.9966847444030884,0.0915983241681411,0.09055597642476512,1.0423477433759446e-05,1.0864888181209242e-08,4.578642409770879e-06,-0.0003857237461244574,0.00031525953703395417,0.00023567287438132643
3.868334221117425e-08,0.9966184478065547,0.09159072321548682,0.0905300241588802,1.0606990566066357e-05,1.1250824886862069e-08,4.560912811226709e-06,-0.000385232477353947,0.0003165090351133448,0.00023429421817530352
3.869258996212121e-08,0.9965508736437857,0.0915830172956743,0.09050412027167923,1.0788970239951163e-05,1.1640187883855187e-08,4.5431750420282586e-06,-0.00038474094811631685,0.0003177545945981571,0.00023290874594528895
3.8701837713068184e-08,0.9964822924052923,0.09157522973558374,0.09047826909440826,1.0969606411754878e-05,1.2033226482881372e-08,4.525438426100716e-06,-0.0003842491781834351,0.00031899617836508555,0.00023151647991975603
3.8711085464015156e-08,0.9964129778716951,0.09156738411902335,0.090452474656732,1.1149094622913591e-05,1.2430231091068074e-08,4.507712428485634e-06,-0.00038375718781163216,0.00032023374869838314,0.00023011744204114602
3.872033321496212e-08,0.9963432060275996,0.09155950419381328,0.09042674067926769,1.1327635145455798e-05,1.2831531798856539e-08,4.490006615824562e-06,-0.00038326499766688435,0.00032146726738027057,0.00022871165403932282
3.872958096590909e-08,0.9962732539696655,0.09155161377846792,0.09040107056732115,1.1505432111467218e-05,1.3237496807158101e-08,4.472330616786705e-06,-0.00038277262874847134,0.0003226966957833634,0.00022729913750654723
3.8738828716856065e-08,0.9962033988131802,0.09154373666884277,0.0903754674058445,1.1682692629982888e-05,1.364853070866565e-08,4.454694082604904e-06,-0.00038228010231140894,0.00032392199496474814,0.00022587991397367144
3.874807646780303e-08,0.9961339166014033,0.09153589654511145,0.09034993395563197,1.1859625894794771e-05,1.4065072636448669e-08,4.437106647880641e-06,-0.0003817874397879652,0.00032514312576134406,0.00022445400498724178
3.875732421875e-08,0.9960650812219817,0.09152811687943721,0.09032447265076549,1.2036442286717062e-05,1.4487594292147063e-08,4.4195778918158845e-06,-0.0003812946627085557,0.00032636004888618794,0.0002230214321871903
3.8766571969696974e-08,0.99599716333464,0.09152042084469944,0.09029908559731634,1.2213352473830721e-05,1.49165978650027e-08,4.402117300024324e-06,-0.00038080179262235344,0.00032757272502522685,0.00022158221738484432
3.877581972064394e-08,0.9959304293143333,0.0915128312246294,0.09027377457330367,1.2390566513257073e-05,1.5352613851944753e-08,4.384734227069441e-06,-0.00038030885101789986,0.00032878111493428084,0.00022013638264089305
3.878506747159091e-08,0.9958651402139679,0.09150537032570485,0.09024854102990744,1.2568292957974007e-05,1.57961987877459e-08,4.3674378598711405e-06,-0.000379815859244037,0.0003299851795357788,0.00021868395034303293
3.8794315222537883e-08,0.9958015507506975,0.09149805989114335,0.09022338609392704,1.2746737972162384e-05,1.6247932893096643e-08,4.350237182116718e-06,-0.000379322838431476,0.0003311848800148837,0.00021722494328299026
3.880356297348485e-08,0.9957399083197105,0.09149092101732646,0.09019831057147246,1.2926104458539943e-05,1.670841764730862e-08,4.333140939804541e-06,-0.00037882980941528834,0.00033238017791465215,0.00021575938473259102
3.881281072443182e-08,0.9956804520393069,0.0914839740729765,0.0901733149528696,1.3106591201068589e-05,1.7178273291192855e-08,4.316157608042609e-06,-0.00037833679265863605,0.000333571035229854,0.00021428729851859387
3.882205847537879e-08,0.9956234118309245,0.09147723862139454,0.0901483994187588,1.3288392026357708e-05,1.765813626461671e-08,4.299295359216311e-06,-0.0003778438081780313,0.0003347574144990764,0.00021280870909600204
3.883130622632576e-08,0.995569007537633,0.09147073334605844,0.0901235638473569,1.3471694987014871e-05,1.814865658231616e-08,4.28256203263219e-06,-0.00037735087547040557,0.00033593927889478053,0.0002113236416195436
3.884055397727273e-08,0.9955174480844442,0.09146447597986103,0.09009880782285382,1.3656681570071709e-05,1.8650495150633627e-08,4.265965105736177e-06,-0.0003768580134422783,0.0003371165923109503,0.00020983212201305961
